"Id","code","text"
"1873","Crrap","This case was reviewed by Dr. Ron Rapini who concurs with the above interpretation."
"1874","Crsug","This case was reviewed by Dr. Jessica Sugianto who concurs with the above interpretation."
"1875","Crtsa","This case was reviewed by Dr. Kenneth Tsai who concurs with the above interpretation."
"1876","Crpat","This case was reviewed by Dr. Anisha Patel who concurs with the above interpretation."
"1877","Crtho","This case was reviewed by Dr. Valencia Thomas who concurs with the above interpretation."
"1878","Crfri","This case was reviewed by Dr. Gretchen Frieling who concurs with the above interpretation."
"1879","Crgoo","This case was reviewed by Dr. Mahmoud Goodarzi who concurs with the above interpretation."
"1880","crtan","This case was reviewed by Dr. Mary Tan who concurs with the above interpretation."
"1881","dneg","The deep tissue edge is not involved."
"1882","pneg","The peripheral tissue edges are not involved."
"1883","mdnneg","There are no findings to compel an excision."
"1884","mdnpos","The findings in this biopsy do not compel an excision."
"1885","gramd","The gram stain is difficult to evaluate due to the presence of a neutrophil-rich infiltrate with nuclear dust; however, no definitive bacteria are identified. "
"1886","crmat","This case was reviewed by Dr. Mark Matthews, who concurs with the above interpretation. "
"1887","crsol","This case was reviewed by Dr. Alejandro Soler who concurs with the above interpretation."
